DocType: Employee,Better Prospects,فرص أفضل
DocType: Vehicle,License Plate,لوحة تسجيل المركبة
DocType: Appraisal,Goals,الأهداف
DocType: Warranty Claim,Warranty / AMC Status,الضمان / حالة عقد الصيانة السنوي
,Accounts Browser,متصفح الحسابات
DocType: Payment Entry Reference,Payment Entry Reference,مرجع إدخال المدفوعات
DocType: GL Entry,GL Entry,قيد الأستاذ العام
DocType: HR Settings,Employee Settings,إعدادات موظف
,Batch-Wise Balance History,سجل الرصيد حسب الباتش
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js +73,Print settings updated in respective print format,إعدادات الطباعة تم تحديثها في فورمات/نسق طباعة خاص
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +64,Apprentice,مستجد/مبتدئ
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +103,Negative Quantity is not allowed,لا يسمح بالكميه السالبه
DocType: Purchase Invoice Item,"Tax detail table fetched from item master as a string and stored in this field.
Used for Taxes and Charges","جدول تفاصيل الضرائب تم إحضاره من ماستر الصنف كمقكع و تم حفظة في هذا الحقل. ليتم إستخدامه في الضرائب و الرسوم"
apps/erpnext/erpnext/hr/doctype/employee/employee.py +151,Employee cannot report to himself.,.الموظف لا يمكن أن يكون مدير نفسه يقدم تقرير لنفسه
DocType: Account,"If the account is frozen, entries are allowed to restricted users.","إذا تم تجميد الحساب، فإنه يسمح بإدخال القيود لمستخدمين مقَيَّدين أو محصورين"
DocType: Email Digest,Bank Balance,رصيد البنك
apps/erpnext/erpnext/accounts/party.py +234,Accounting Entry for {0}: {1} can only be made in currency: {2},القيد المحاسبي ل {0}: {1} يمكن إجراؤه فقط بالعملة: {2}
DocType: Job Opening,"Job profile, qualifications required etc.",".ملف البروفيل للوظيفة، المؤهلات المطلوبة الخ"
DocType: Journal Entry Account,Account Balance,رصيد الحساب
apps/erpnext/erpnext/config/accounts.py +180,Tax Rule for transactions.,القاعدة الضريبية للمعاملات
DocType: Rename Tool,Type of document to rename.,.نوع المستند لإعادة التسميه
apps/erpnext/erpnext/public/js/setup_wizard.js +302,We buy this Item,نحن نشتري هذا الصنف
DocType: Address,Billing,إصدار الفواتير
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +49,{0} {1}: Customer is required against Receivable account {2},ـ {0} {1}: مطلوب العملاء مقابل حساب القبض {2}
DocType: Purchase Invoice,Total Taxes and Charges (Company Currency),(إجمالي الضرائب والرسوم (عملة الشركة
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.js +60,Show unclosed fiscal year's P&L balances,إعرض أرصدة الأرباح و الخسائر للعام المالي غير المغلق
DocType: Shipping Rule,Shipping Account,حساب الشحن
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +88,{0} {1}: Account {2} is inactive,ـ {0} {1}: حساب {2} غير مفعل
DocType: Quality Inspection,Readings,قراءات
DocType: Stock Entry,Total Additional Costs,إجمالي التكاليف الإضافية
DocType: Course Schedule,SH,SH
DocType: BOM,Scrap Material Cost(Company Currency),(تكلفة الخردة أو الهالك (عملة الشركة
apps/erpnext/erpnext/public/js/setup_wizard.js +295,Sub Assemblies,مواد تحت التشغيل
DocType: Asset,Asset Name,إسم الأصل
DocType: Project,Task Weight,وزن المهمة
DocType: Shipping Rule Condition,To Value,إلى قيمة
DocType: Asset Movement,Stock Manager,مدير المخزون
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +135,Source warehouse is mandatory for row {0},مستودع المصدر الزامي لصف {0}
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.js +745,Packing Slip,إستمارة التعبئة
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +108,Office Rent,إيجار المكتب
apps/erpnext/erpnext/config/setup.py +105,Setup SMS gateway settings,SMS تهيئة إعدادات بوابة الرسائل النصية القصيره
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.js +60,Import Failed!,! فشل الإستيراد
apps/erpnext/erpnext/public/js/templates/address_list.html +21,No address added yet.,.لم يتم إضافة أي عنوان بعد
DocType: Workstation Working Hour,Workstation Working Hour,ساعة عمل/دوام محطة العمل
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +84,Analyst,محلل
DocType: Item,Inventory,مخزون
DocType: Item,Sales Details,تفاصيل المبيعات
DocType: Quality Inspection,QI-,QI-
DocType: Opportunity,With Items,مع الأصناف
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py +36,In Qty,في الكمية
DocType: Notification Control,Expense Claim Rejected,المطالبة بالمصروف رفضَّت
DocType: Item Attribute,Item Attribute,الخاصية أو الصفة المميزة للصنف
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +106,Government,حكومة
apps/erpnext/erpnext/fleet_management/doctype/vehicle_log/vehicle_log.py +40,Expense Claim {0} already exists for the Vehicle Log,المطالبة بالمصروف {0} موجودة بالفعل لسجل السيارة
apps/erpnext/erpnext/public/js/setup_wizard.js +41,Institute Name,إسم المؤسسة / المنشأة
apps/erpnext/erpnext/config/stock.py +289,Item Variants,متغيرات الصنف
DocType: Company,Services,الخدمات
DocType: HR Settings,Email Salary Slip to Employee,إرسال إيصال مفردات المرتب للموظف بالبريد الالكتروني
DocType: Cost Center,Parent Cost Center,مركز التكلفه الرئيسي
DocType: Sales Invoice,Source,مصدر
apps/erpnext/erpnext/hr/doctype/employee/employee.py +23,Please setup Employee Naming System in Human Resource &gt; HR Settings,HR إعدادات نظام الموارد البشرية &gt; يرجى إعداد نظام تسمية الموظف في الموارد البشرية
apps/erpnext/erpnext/templates/pages/projects.html +31,Show closed,عرض مغلق
DocType: Leave Type,Is Leave Without Pay,هي أجازة بدون راتب
apps/erpnext/erpnext/stock/doctype/item/item.py +236,Asset Category is mandatory for Fixed Asset item,فئة الأصل الزامية لصنف الأصل الثابت
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py +145,No records found in the Payment table,لا يوجد سحلات في جدول المدفوعات
apps/erpnext/erpnext/schools/utils.py +19,This {0} conflicts with {1} for {2} {3},هذا {0} يتعارض مع {1} من أجل {2} {3}
DocType: Student Attendance Tool,Students HTML,HTML طلاب
apps/erpnext/erpnext/public/js/setup_wizard.js +60,Financial Year Start Date,تاريخ بدء السنة المالية
DocType: POS Profile,Apply Discount,تطبيق الخصم
DocType: Employee External Work History,Total Experience,إجمالي الخبرة
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +70,Open Projects,مشاريع مفتوحة
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +265,Packing Slip(s) cancelled,إستمارات التعبئة تم إلغاؤها
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +30,Cash Flow from Investing,التدفقات النقدية من الإستثمار
DocType: Program Course,Program Course,برنامج الدورة
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +97,Freight and Forwarding Charges,مصروفات الشحن والتفريغ
DocType: Homepage,Company Tagline for website homepage,شعار الشركه للصفحه الرئيسيه للموقع الإلكتروني
DocType: Item Group,Item Group Name,إسم مجموعة الصنف
apps/erpnext/erpnext/hr/report/employee_leave_balance/employee_leave_balance.py +27,Taken,مأخوذ
DocType: Pricing Rule,For Price List,لقائمة الأسعار
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +27,Executive Search,بحث تنفيذي/إداري
apps/erpnext/erpnext/stock/stock_ledger.py +426,"Purchase Price for item: {0} not found, which is required to book accounting entry (expense). Please mention item price against a buying price list.",".سعر الشراء للصنف: {0} لم يتم إيجاده وهو مطلوب لتسجيل قيد محاسبي (مصروف) . برجاء تحديد سعر الصنف مقابل قائمة أسعار الشراء"
DocType: Maintenance Schedule,Schedules,جداول
DocType: Purchase Invoice Item,Net Amount,صافي القيمة
DocType: Purchase Order Item Supplied,BOM Detail No,رقم BOM تفاصيل البوم
DocType: Purchase Invoice,Additional Discount Amount (Company Currency),(مقدار الخصم الاضافي (عملة الشركة
apps/erpnext/erpnext/accounts/doctype/account/account.js +7,Please create new account from Chart of Accounts.,.يرجى إنشاء حساب جديد في دليل الحسابات
DocType: Maintenance Visit,Maintenance Visit,زيارة صيانه
DocType: Sales Invoice Item,Available Batch Qty at Warehouse,الكمية المتاحة من الباتش فى المخزن
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js +9,Update Print Format,تحديث تنسيق/فورمات الطباعة
DocType: Landed Cost Voucher,Landed Cost Help,المساعدة لتكلفةالواصل
DocType: Purchase Invoice,Select Shipping Address,إختار عنوان الشحن
DocType: Leave Block List,Block Holidays on important days.,.منع العطلات والأجازات في الأيام الهامه
,Accounts Receivable Summary,ملخص حسابات القبض
apps/erpnext/erpnext/hr/doctype/employee/employee.py +183,Please set User ID field in an Employee record to set Employee Role,للمستخدم في سجل الموظف لكي يتم تحديد الدور الوظيفي للموظف ID الرجاء تعيين حقل الـ
DocType: UOM,UOM Name,إسم وحدة القياس
apps/erpnext/erpnext/selling/report/sales_person_wise_transaction_summary/sales_person_wise_transaction_summary.py +43,Contribution Amount,قيمة المساهمة
DocType: Purchase Invoice,Shipping Address,عنوان الشحن
DocType: Stock Reconciliation,This tool helps you to update or fix the quantity and valuation of stock in the system. It is typically used to synchronise the system values and what actually exists in your warehouses.,تساعدك هذه الأداة في تحديث أو تصليح الكمية و التقييم للمخزون في النظام. وعادة ما يتم إستخدامها لمزامنة قيم النظام وما هو موجود فعلا في المستودعات الخاصة بك
DocType: Delivery Note,In Words will be visible once you save the Delivery Note.,.القيمة بالكلمات المفقطة سوف تكون مرئية بمجرد حفظ إذن التسليم
DocType: Expense Claim,EXP,EXP
apps/erpnext/erpnext/config/stock.py +195,Brand master.,.ماستر العلامة التجارية
apps/erpnext/erpnext/schools/utils.py +50,Student {0} - {1} appears Multiple times in row {2} & {3},الطالب {0} - {1} ظهر عدة مرآت  في الصف {2} و {3}
DocType: Program Enrollment Tool,Program Enrollments,التسجيلات في البرنامج
DocType: Sales Invoice Item,Brand Name,إسم العلامة التجارية
DocType: Purchase Receipt,Transporter Details,تفاصيل الناقل
apps/erpnext/erpnext/accounts/page/pos/pos.js +1777,Default warehouse is required for selected item,مطلوب مستودع إفتراضي للصنف المختار
apps/erpnext/erpnext/public/js/setup_wizard.js +298,Box,صندوق
apps/erpnext/erpnext/public/js/setup_wizard.js +36,The Organization,الشركة / المنظمة
DocType: Budget,Monthly Distribution,التوزيع الشهري
apps/erpnext/erpnext/selling/doctype/sms_center/sms_center.py +68,Receiver List is empty. Please create Receiver List,قائمة المتلقي  فارغة. يرجى إنشاء قائمة المستقبلين
DocType: Production Plan Sales Order,Production Plan Sales Order,خطة إنتاج لأمر البيع
DocType: Sales Partner,Sales Partner Target,مستهدف المبيعات لشريك البيع
DocType: Pricing Rule,Pricing Rule,قاعدة التسعير
DocType: Budget,Action if Annual Budget Exceeded,الإجراءات الواجب إتخازها إذا ما تم تجاوز الموازنة السنوية
apps/erpnext/erpnext/config/learn.py +202,Material Request to Purchase Order,طلب مواد ﻷمر الشراء
DocType: Shopping Cart Settings,Payment Success URL,رابط نجاح الدفع
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +80,Row # {0}: Returned Item {1} does not exists in {2} {3},الصف # {0}: الصنف المعاد/المردود {1} غير موجود في {2} {3}
DocType: Purchase Receipt,PREC-,PREC-
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +16,Bank Accounts,الحسابات المصرفية
,Bank Reconciliation Statement,قائمة التسويات البنكية
DocType: Address,Lead Name,إسم مبادرة البيع
,POS,نقاط البيع
DocType: C-Form,III,الثالث
apps/erpnext/erpnext/config/stock.py +294,Opening Stock Balance,رصيد إفتتاحي للمخزون
apps/erpnext/erpnext/stock/doctype/item_attribute/item_attribute.py +51,{0} must appear only once,ـ {0} يجب أن تظهر مرة واحدة فقط
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +359,Not allowed to tranfer more {0} than {1} against Purchase Order {2},لا يسمح بتحويل أو نقل أكثر {0} من {1} ضد طلب شراء {2}
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.py +59,Leaves Allocated Successfully for {0},تم تخصيص/تحديد الأجازات بنجاح ل {0}
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +40,No Items to pack,لا يوجد أصناف للتعبئة
DocType: Shipping Rule Condition,From Value,من القيمة
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +554,Manufacturing Quantity is mandatory,كمية التصنيع الزامية
DocType: Products Settings,"If checked, the Home page will be the default Item Group for the website","إذا تم التأشير عليها، الصفحة الرئيسية للموقع ستكون هي المجموعة الافتراضية للصنف للموقع الألكتروني"
DocType: Quality Inspection Reading,Reading 4,قراءة 4
apps/erpnext/erpnext/config/hr.py +127,Claims for company expense.,.المطالبات بمصروفات الشركة
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +78,Row #{0}: Clearance date {1} cannot be before Cheque Date {2},الصف # {0}:  تاريخ المقاصة أو التحصيل {1} لا يمكن أن يكون قبل تاريخ الشيك {2}
DocType: Company,Default Holiday List,قائمة الأجازات الإفتراضية
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.py +184,Row {0}: From Time and To Time of {1} is overlapping with {2},صف {0}: من الوقت و إلى وقت {1} ومتداخل مع {2}
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +142,Stock Liabilities,المحزون
DocType: Purchase Invoice,Supplier Warehouse,مستودع المورد
DocType: Opportunity,Contact Mobile No,رقم موبايل جهةالإتصال
,Material Requests for which Supplier Quotations are not created,طلبات المواد التي لم يتم إنشاء تسعيرات مورد لها
DocType: Student Group,Set 0 for no limit,حدد 0 لـ بدون حدود
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +139,The day(s) on which you are applying for leave are holidays. You need not apply for leave.,اليوم/الأيام التي تم التقدم للحصول على إجازة بها هي أيام عطلة رسمية. لا تحتاج إلى تقديم طلب للحصول علي أجازة
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.js +20,Resend Payment Email,إعادة إرسال البريد الالكتروني للدفع
apps/erpnext/erpnext/config/selling.py +206,Other Reports,تقارير أخرى
DocType: Dependent Task,Dependent Task,مهمه تابعه
apps/erpnext/erpnext/stock/doctype/item/item.py +411,Conversion factor for default Unit of Measure must be 1 in row {0},معامل التحويل لوحدة القياس الافتراضية يجب أن يكون 1 في الصف {0}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +199,Leave of type {0} cannot be longer than {1},الأجازة من نوع {0} لا يمكن أن تكون أطول من {1}
DocType: Manufacturing Settings,Try planning operations for X days in advance.,.أيام مقدما X حاول أن تخطط للعمليات في
DocType: HR Settings,Stop Birthday Reminders,إيقاف التذكير بعيد الميلاد
DocType: SMS Center,Receiver List,قائمة المرسل إليهم
apps/erpnext/erpnext/accounts/page/pos/pos.js +989,Search Item,البحث عن صنف
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py +46,Consumed Amount,القيمة المستهلكة
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +97,Net Change in Cash,صافي التغير في النقدية
apps/erpnext/erpnext/stock/doctype/item/item.py +406,Unit of Measure {0} has been entered more than once in Conversion Factor Table,وحدة القياس {0} تم إدخالها أكثر من مرة واحدة في جدول معامل التحويل
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +570,Already completed,أنجزت/تمت بالفعل
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +23,Payment Request already exists {0},طلب الدفع و السداد موجود بالفعل{0}
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +27,Cost of Issued Items,تكلفة الأصناف الصادرة
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +246,Quantity must not be more than {0},لا يجب أن تكون الكمية أكثر من {0}
apps/erpnext/erpnext/accounts/report/balance_sheet/balance_sheet.py +107,Previous Financial Year is not closed,السنه الماليه السابقه لم تغلق
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py +44,Age (Days),(العمر (أيام
DocType: Quotation Item,Quotation Item,صنف طلب التسعير
DocType: Account,Account Name,إسم الحساب
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +40,From Date cannot be greater than To Date,من تاريخ لا يمكن أن يكون أكبر من إلى تاريخ
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +194,Serial No {0} quantity {1} cannot be a fraction,سيريال رقم {0} كمية {1} لا يمكن أن يكون كسر
apps/erpnext/erpnext/config/buying.py +43,Supplier Type master.,.ملف الماستر لنوع المورد
DocType: Purchase Order Item,Supplier Part Number,رقم القطعة لدي المورد
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +99,Conversion rate cannot be 0 or 1,معدل التحويل لا يمكن أن يكون 0 أو 1
DocType: Sales Invoice,Reference Document,وثيقة المرجع
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py +185,{0} {1} is cancelled or stopped,ـ {0} {1} تم إلغاؤه أو إيقافه
DocType: Accounts Settings,Credit Controller,مراقب الإئتمان
DocType: Delivery Note,Vehicle Dispatch Date,تاريخ إرسال الشحنة
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +222,Purchase Receipt {0} is not submitted,إيصال المشتريات {0} لم يتم إدخاله
DocType: Company,Default Payable Account,حساب المدفوعات الإفتراضي
apps/erpnext/erpnext/config/website.py +17,"Settings for online shopping cart such as shipping rules, price list etc.","إعدادات عربة التسوق عبر الإنترنت.. مثل قواعد الشحن، وقائمة الأسعار، الخ"
apps/erpnext/erpnext/controllers/website_list_for_contact.py +86,{0}% Billed,ـ {0}% تم فوترتها
apps/erpnext/erpnext/stock/report/stock_projected_qty/stock_projected_qty.py +18,Reserved Qty,الكمية المحجوزه/الإحتياطية
DocType: Party Account,Party Account,حساب الحزب
apps/erpnext/erpnext/config/setup.py +116,Human Resources,الموارد البشرية
DocType: Lead,Upper Income,الدخل الأعلى
apps/erpnext/erpnext/schools/doctype/student_applicant/student_applicant.js +10,Reject,رفض
DocType: Journal Entry Account,Debit in Company Currency,المدين بعملة الشركه
DocType: BOM Item,BOM Item,صنف البوم
DocType: Appraisal,For Employee,لموظف
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +127,Row {0}: Advance against Supplier must be debit,الصف {0}: الدفعة المقدمة مقابل مورد يجب أن تكون مدين
DocType: Company,Default Values,القيم الإفتراضية للشركة
DocType: Expense Claim,Total Amount Reimbursed,مجموع القيمة المسددة
apps/erpnext/erpnext/fleet_management/doctype/vehicle/vehicle_dashboard.py +5,This is based on logs against this Vehicle. See timeline below for details,ذلك بناء على سجلات مقابل هذه المركبة. أنظر الجدول الزمني أدناه للإطلاع على التفاصيل
apps/erpnext/erpnext/schools/doctype/fees/fees.js +41,Collect,تحصيل
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +81,Against Supplier Invoice {0} dated {1},مقابل فاتورة المورد {0} بتاريخ {1}
DocType: Customer,Default Price List,قائمة الأسعار الإفتراضي
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +229,Asset Movement record {0} created,سجل حركة الأصول {0} تم إنشاؤه
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py +50,You cannot delete Fiscal Year {0}. Fiscal Year {0} is set as default in Global Settings,لا يمكنك حذف السنة المالية {0}. تم تعيين السنة المالية {0} كسنة إفتراضيه في الاعدادات العامه
DocType: Journal Entry,Entry Type,نوع القيد
,Customer Credit Balance,رصيد ائتمان العميل
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +22,Net Change in Accounts Payable,صافي التغير في حسابات المدفوعات
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +42,Customer required for 'Customerwise Discount','العميل مطلوب لمنح 'خصم حسب العميل
apps/erpnext/erpnext/config/accounts.py +142,Update bank payment dates with journals.,.تحديث تواريخ مدفوعات البنك من خلال قيود اليومية
apps/erpnext/erpnext/stock/doctype/item/item_dashboard.py +21,Pricing,التسعير
DocType: Quotation,Term Details,تفاصيل الشروط
apps/erpnext/erpnext/schools/doctype/student_group/student_group.py +36,Cannot enroll more than {0} students for this student group.,.لا يمكن تسجيل أكثر من {0} طلاب لهذه المجموعة الطلابية
apps/erpnext/erpnext/accounts/doctype/asset_category/asset_category.py +15,{0} must be greater than 0,ـ {0} يجب أن تكون أكبر من 0
DocType: Manufacturing Settings,Capacity Planning For (Days),(تخطيط طاقةالتصنيع لـ (أيام
apps/erpnext/erpnext/buying/doctype/supplier/supplier_dashboard.py +10,Procurement,المشتريات
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +64,None of the items have any change in quantity or value.,.لا شيء من الأصناف حدث له أي تغيير في الكمية أو القيمة
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.js +32,Warranty Claim,مطالبة الضمان
,Lead Details,تفاصيل مبادرة البيع
DocType: Vehicle Log,Service_Details,تفاصيل_الخدمة
DocType: Purchase Invoice,End date of current invoice's period,تاريخ نهاية فترة الفاتورة الحالية
DocType: Pricing Rule,Applicable For,قابل للتطبيق لـ
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +294,Please set Payroll Frequency first,ًالرجاء تحديد معدل تكرار كشف الرواتب أولا
DocType: Accounts Settings,Unlink Payment on Cancellation of Invoice,إلغاء ربط الدفع على إلغاء الفاتورة
DocType: Bank Reconciliation,From Date,من تاريخ
apps/erpnext/erpnext/fleet_management/doctype/vehicle_log/vehicle_log.py +16,Current Odometer reading entered should be greater than initial Vehicle Odometer {0},قراءة عداد المسافات الحالية التي تم إدخالها يجب أن تكون أكبر من القراءة الأولية لعداد المسافات للمركبة/السيارة {0}
DocType: Shipping Rule Country,Shipping Rule Country,بلد قاعدة الشحن
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py +10,Leave and Attendance,الحضور و الإنصراف
DocType: Maintenance Visit,Partially Completed,أنجزت/تمت جزئيا
DocType: Leave Type,Include holidays within leaves as leaves,ضَمِّن أيام العطل و الأجازات الرسمية في الأجازات كأجازات
DocType: Sales Invoice,Packed Items,أصناف معبأة
apps/erpnext/erpnext/config/support.py +27,Warranty Claim against Serial No.,.مطالبة ضمان مقابل رقم سيريال
DocType: BOM Replace Tool,"Replace a particular BOM in all other BOMs where it is used. It will replace the old BOM link, update cost and regenerate ""BOM Explosion Item"" table as per new BOM", "إحلال جدول مواد معين أينما أستخدم في باقي جداول المواد، عندما يتم إستخدام هذه العملية سوف يترتب عليها إحلال رابط محل رابط  البوم القديمة و تقوم بتحديث التكلفة و إعادة تكوين ""البوم التفصيلية المكونة للصنف"" للبوم القديمة، تماما كما في حالة إنشاء بوم جديدة"
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +59,'Total','إجمالي'
DocType: Shopping Cart Settings,Enable Shopping Cart,تمكين سلةالتسوق
DocType: Employee,Permanent Address,العنوان الدائم
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +249,"Advance paid against {0} {1} cannot be greater \
						than Grand Total {2}","المدفوعات المقدمة مقابل {0} {1} لا يمكن أن تكون أكبر \ من المجموع الكلي {2}"
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +148,Please select item code,الرجاء إختيار رمز/كودالصنف
DocType: Territory,Territory Manager,مدير المنطقة
DocType: Packed Item,To Warehouse (Optional),(إلى مستودع (إختياري
DocType: Payment Entry,Paid Amount (Company Currency),(القيمة المدفوع (عملة الشركه
DocType: Purchase Invoice,Additional Discount,خصم إضافي
DocType: Selling Settings,Selling Settings,إعدادات البيع
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +39,Online Auctions,مزادات على الإنترنت
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +98,Please specify either Quantity or Valuation Price or both,يرجى تحديد الكمية أو سعر التقييم أو كليهما
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order_dashboard.py +14,Fulfillment,إستيفاء/تنفيذ
apps/erpnext/erpnext/templates/generators/item.html +67,View in Cart,إعرض في عربة الشراء
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +101,Marketing Expenses,مصاريف التسويق
,Item Shortage Report,تقرير نقص الصنف
apps/erpnext/erpnext/stock/doctype/item/item.js +232,"Weight is mentioned,\nPlease mention ""Weight UOM"" too"," ًمن فضلك أذكر ""وحدة قياس الوزن"" أيضا \n تم ذكر الوزن"
DocType: Stock Entry Detail,Material Request used to make this Stock Entry,طلب المواد تم إستخدامه لتسجيل حركةالمخزون هذا
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +67,Next Depreciation Date is mandatory for new asset,تاريخ الإهلاك القادم إلزامي للأصول الجديدة
apps/erpnext/erpnext/config/support.py +32,Single unit of an Item.,وحدة واحدة من صنف/بند
DocType: Fee Category,Fee Category,فئة الرسوم
,Student Fee Collection,تحصيل رسوم الطالب
apps/erpnext/erpnext/controllers/stock_controller.py +90,"For the Item {0}, valuation price not found for warehouse {1}. To be able to do accounting entries (for booking expenses), we need valuation price for item {2}. Please create an incoming stock transaction, on or before {3} {4}, and then try submiting {5}","بالنسبة للصنف {0}, سعر التقييم غير موجود للمخزن {1}. لكي يمكنك إدخال قيود محاسبية لحجز/تسجيل المصروفات سوف تحتاج لإدخال سعر تقييم للصنف {2}. من فضلك إدخل عملية مخزون واردة علي أو قبل {3} {4}, ثم حاول الإدخال مرة اخري"
apps/erpnext/erpnext/schools/doctype/course_schedule/course_schedule.py +26,Student Batch or Student Group is mandatory,دفعة الطالب أو مجموعة الطالب إلزامية
DocType: Accounts Settings,Make Accounting Entry For Every Stock Movement,إنشاء قيد محاسبي لكل حركة مخزون
DocType: Leave Allocation,Total Leaves Allocated,إجمالي الأجازات المخصصة
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +155,Warehouse required at Row No {0},المستودع مطلوب في الصف رقم{0}
apps/erpnext/erpnext/public/js/setup_wizard.js +78,Please enter valid Financial Year Start and End Dates,برجاء إدخال تواريخ بداية ونهاية سنه ماليه صالحه
DocType: Employee,Date Of Retirement,تاريخ التقاعد
DocType: Upload Attendance,Get Template,الحصول على نموزج
apps/erpnext/erpnext/utilities/doctype/address/address.py +168,No default Address Template found. Please create a new one from Setup &gt; Printing and Branding &gt; Address Template.,.نموزج العناوين  &gt; الطباعة والعلامات التجارية  &gt; لم يتم العثور على نموزج عنوان افتراضي. يرجى إنشاء واحدة جديدة من الإعداد
DocType: Address,Postal,بريدي
DocType: Vehicle,Doors,أبواب
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +202,Revalue Setup Complete!,تم الإنتهاء من إعداد نظام ريفاليو
DocType: Item,Weightage,الوزن
DocType: Packing Slip,PS-,PS-
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +63,{0} {1}: Cost Center is required for 'Profit and Loss' account {2}. Please set up a default Cost Center for the Company.,.لـ {0} {1}: مركز التكلفة مطلوب لحساب 'الربح و الخسارة' {2}. من فضلك حدد مركز تكلفة إفتراضي للشركة
apps/erpnext/erpnext/selling/doctype/customer/customer.py +129,A Customer Group exists with same name please change the Customer name or rename the Customer Group,يوجد مجموعة العملاء بنفس الإسم الرجاء تغيير إسم العميل أو إعادة تسمية مجموعة العملاء
